item_id,taxon_name,original_feature_id,rank,true_group,metadata_effect,log2fc_ref
item_300,Collinsella synthetic_species_025,synthetic_feature_300,species,neutral,0.66102356,0.13355945
item_301,Oscillibacter synthetic_species_031,synthetic_feature_301,species,neutral,0.0,-0.076143555
item_302,Oscillibacter synthetic_species_032,synthetic_feature_302,species,neutral,0.0,-0.018132351
item_303,Alistipes synthetic_species_017,synthetic_feature_303,species,neutral,0.0,0.08130561
item_304,Alistipes synthetic_species_018,synthetic_feature_304,species,neutral,0.0,0.35000506
item_305,Clostridium synthetic_species_027,synthetic_feature_305,species,neutral,0.0,0.002566792
item_306,Oscillibacter synthetic_species_033,synthetic_feature_306,species,neutral,0.6982939,-0.13709868
item_307,Blautia synthetic_species_033,synthetic_feature_307,species,neutral,0.0,-0.026892211
item_308,Bacteroides synthetic_species_018,synthetic_feature_308,species,neutral,0.0,-0.080264844
item_309,Roseburia synthetic_species_006,synthetic_feature_309,species,healthy_enriched,0.0,-0.25935486
item_310,Clostridium synthetic_species_028,synthetic_feature_310,species,neutral,0.0,-0.009967036
item_311,Solobacterium synthetic_species_005,synthetic_feature_311,species,CRC_enriched,0.0,0.35528696
item_312,Morganella synthetic_species_004,synthetic_feature_312,species,CRC_enriched,0.5946885,0.30256474
item_313,Gemella synthetic_species_002,synthetic_feature_313,species,CRC_enriched,0.73119736,0.2964784
item_314,Dorea synthetic_species_025,synthetic_feature_314,species,neutral,0.5621133,-0.028835554
item_315,Prevotella synthetic_species_030,synthetic_feature_315,species,neutral,0.0,-0.13337815
item_316,Clostridium synthetic_species_029,synthetic_feature_316,species,neutral,-0.34513447,-0.0072782314
item_317,Akkermansia synthetic_species_005,synthetic_feature_317,species,healthy_enriched,-0.8642632,-0.16849907
item_318,Bacteroides synthetic_species_019,synthetic_feature_318,species,neutral,0.0,-0.07707793
item_319,Dorea synthetic_species_026,synthetic_feature_319,species,neutral,0.0,0.03150552
item_320,Ruminococcus synthetic_species_029,synthetic_feature_320,species,neutral,0.0,0.11530041
item_321,Clostridium synthetic_species_030,synthetic_feature_321,species,neutral,0.0,-0.0060478738
item_322,Clostridium synthetic_species_031,synthetic_feature_322,species,neutral,0.0,0.047701564
item_323,Alistipes synthetic_species_019,synthetic_feature_323,species,neutral,0.0,-0.10500984
item_324,Subdoligranulum synthetic_species_027,synthetic_feature_324,species,neutral,0.0,-0.0034906517
item_325,Roseburia synthetic_species_007,synthetic_feature_325,species,healthy_enriched,0.0,-0.18480788
item_326,Clostridium synthetic_species_032,synthetic_feature_326,species,neutral,0.0,-0.0010788204
item_327,Clostridium synthetic_species_033,synthetic_feature_327,species,neutral,0.0,0.038706705
item_328,Prevotella synthetic_species_031,synthetic_feature_328,species,neutral,0.0,0.035959583
item_329,Blautia synthetic_species_034,synthetic_feature_329,species,neutral,0.0,0.041898068
item_330,Alistipes synthetic_species_020,synthetic_feature_330,species,neutral,0.0,-0.2669758
item_331,Alistipes synthetic_species_021,synthetic_feature_331,species,neutral,0.0,-0.06863811
item_332,Bacteroides synthetic_species_020,synthetic_feature_332,species,neutral,0.0,0.0056113577
item_333,Clostridium synthetic_species_034,synthetic_feature_333,species,neutral,0.0,-0.15869816
item_334,Oscillibacter synthetic_species_034,synthetic_feature_334,species,neutral,0.0,-0.07944515
item_335,Collinsella synthetic_species_026,synthetic_feature_335,species,neutral,0.0,0.07754985
item_336,Clostridium synthetic_species_035,synthetic_feature_336,species,neutral,0.0,0.04117535
item_337,Peptostreptococcus synthetic_species_003,synthetic_feature_337,species,CRC_enriched,0.91926336,0.32184306
item_338,Collinsella synthetic_species_027,synthetic_feature_338,species,neutral,0.0,-0.08474042
item_339,Clostridium synthetic_species_036,synthetic_feature_339,species,neutral,0.0,0.07704012
item_340,Dorea synthetic_species_027,synthetic_feature_340,species,neutral,0.0,-0.092143506
item_341,Blautia synthetic_species_035,synthetic_feature_341,species,neutral,0.0,0.09034603
item_342,Prevotella synthetic_species_032,synthetic_feature_342,species,neutral,0.0,-0.020401672
item_343,Collinsella synthetic_species_028,synthetic_feature_343,species,neutral,0.0,-0.07721074
item_344,Oscillibacter synthetic_species_035,synthetic_feature_344,species,neutral,0.49438086,-0.011050825
item_345,Campylobacter synthetic_species_003,synthetic_feature_345,species,CRC_enriched,0.0,0.3625172
item_346,Ruminococcus synthetic_species_030,synthetic_feature_346,species,neutral,0.0,-0.041198716
item_347,Collinsella synthetic_species_029,synthetic_feature_347,species,neutral,0.0,-0.0010141081
item_348,Gemella synthetic_species_003,synthetic_feature_348,species,CRC_enriched,0.8947397,0.13847165
item_349,Subdoligranulum synthetic_species_028,synthetic_feature_349,species,neutral,0.0,-0.14181046
item_350,Oscillibacter synthetic_species_036,synthetic_feature_350,species,neutral,0.0,-0.115025565
item_351,Oscillibacter synthetic_species_037,synthetic_feature_351,species,neutral,0.0,0.055582155
item_352,Clostridium synthetic_species_037,synthetic_feature_352,species,neutral,0.61840117,0.11521641
item_353,Eubacterium synthetic_species_006,synthetic_feature_353,species,healthy_enriched,-0.7370066,-0.24652493
item_354,Anaerostipes synthetic_species_002,synthetic_feature_354,species,healthy_enriched,-0.55471563,-0.2201358
item_355,Dorea synthetic_species_028,synthetic_feature_355,species,neutral,0.0,-0.11610579
item_356,Dorea synthetic_species_029,synthetic_feature_356,species,neutral,0.0,-0.093645446
item_357,Subdoligranulum synthetic_species_029,synthetic_feature_357,species,neutral,0.0,0.047349274
item_358,Oscillibacter synthetic_species_038,synthetic_feature_358,species,neutral,0.0,0.0053096404
item_359,Morganella synthetic_species_005,synthetic_feature_359,species,CRC_enriched,0.7940675,-0.1361079
item_360,Blautia synthetic_species_036,synthetic_feature_360,species,neutral,0.0,-0.15632752
item_361,Prevotella synthetic_species_033,synthetic_feature_361,species,neutral,0.66660875,0.01560136
item_362,Roseburia synthetic_species_008,synthetic_feature_362,species,healthy_enriched,-0.8093934,-0.3305552
item_363,Alistipes synthetic_species_022,synthetic_feature_363,species,neutral,0.0,-0.07178228
item_364,Blautia synthetic_species_037,synthetic_feature_364,species,neutral,0.0,-0.031338215
item_365,Ruminococcus synthetic_species_031,synthetic_feature_365,species,neutral,0.0,-0.071094394
item_366,Blautia synthetic_species_038,synthetic_feature_366,species,neutral,0.0,-0.070701495
item_367,Oscillibacter synthetic_species_039,synthetic_feature_367,species,neutral,0.0,0.039800107
item_368,Ruminococcus synthetic_species_032,synthetic_feature_368,species,neutral,0.0,-0.10990628
item_369,Subdoligranulum synthetic_species_030,synthetic_feature_369,species,neutral,-0.7055893,0.01768721
item_370,Collinsella synthetic_species_030,synthetic_feature_370,species,neutral,0.0,-0.048357505
item_371,Oscillibacter synthetic_species_040,synthetic_feature_371,species,neutral,0.0,-0.13594764
item_372,Bacteroides synthetic_species_021,synthetic_feature_372,species,neutral,0.0,0.09599236
item_373,Alistipes synthetic_species_023,synthetic_feature_373,species,neutral,0.0,0.028611278
item_374,Subdoligranulum synthetic_species_031,synthetic_feature_374,species,neutral,-0.6913315,-0.08224188
item_375,Oscillibacter synthetic_species_041,synthetic_feature_375,species,neutral,0.0,0.073429
item_376,Agathobacter synthetic_species_003,synthetic_feature_376,species,healthy_enriched,-0.6271785,-0.21157439
item_377,Bacteroides synthetic_species_022,synthetic_feature_377,species,neutral,0.0,-0.05102355
item_378,Bacteroides synthetic_species_023,synthetic_feature_378,species,neutral,0.0,0.0548608
item_379,Dorea synthetic_species_030,synthetic_feature_379,species,neutral,0.0,0.046133827
item_380,Akkermansia synthetic_species_006,synthetic_feature_380,species,healthy_enriched,-0.5963607,-0.24491887
item_381,Ruminococcus synthetic_species_033,synthetic_feature_381,species,neutral,0.0,-0.18174648
item_382,Oscillibacter synthetic_species_042,synthetic_feature_382,species,neutral,0.56451124,0.025998563
item_383,Collinsella synthetic_species_031,synthetic_feature_383,species,neutral,0.0,0.05877806
item_384,Prevotella synthetic_species_034,synthetic_feature_384,species,neutral,0.0,-0.0023312154
item_385,Collinsella synthetic_species_032,synthetic_feature_385,species,neutral,-0.6683571,0.24351396
item_386,Ruminococcus synthetic_species_034,synthetic_feature_386,species,neutral,0.0,-0.04059513
item_387,Alistipes synthetic_species_024,synthetic_feature_387,species,neutral,0.0,0.05048257
item_388,Solobacterium synthetic_species_006,synthetic_feature_388,species,CRC_enriched,0.0,0.27316087
item_389,Alistipes synthetic_species_025,synthetic_feature_389,species,neutral,0.54514927,0.013836343
item_390,Morganella synthetic_species_006,synthetic_feature_390,species,CRC_enriched,0.718061,0.5023142
item_391,Oscillibacter synthetic_species_043,synthetic_feature_391,species,neutral,0.0,0.14901893
item_392,Clostridium synthetic_species_038,synthetic_feature_392,species,neutral,0.0,-0.0076555316
item_393,Bacteroides synthetic_species_024,synthetic_feature_393,species,neutral,0.0,0.18513192
item_394,Subdoligranulum synthetic_species_032,synthetic_feature_394,species,neutral,0.0,0.15443076
item_395,Dorea synthetic_species_031,synthetic_feature_395,species,neutral,0.0,-0.11304478
item_396,Clostridium synthetic_species_039,synthetic_feature_396,species,neutral,0.0,-0.02143974
item_397,Prevotella synthetic_species_035,synthetic_feature_397,species,neutral,0.0,0.024906814
item_398,Clostridium synthetic_species_040,synthetic_feature_398,species,neutral,0.0,0.04296318
item_399,Ruminococcus synthetic_species_035,synthetic_feature_399,species,neutral,0.0,0.22043546
item_400,Clostridium synthetic_species_041,synthetic_feature_400,species,neutral,0.0,-0.060799688
item_401,Alistipes synthetic_species_026,synthetic_feature_401,species,neutral,-0.6537895,0.12275028
item_402,Subdoligranulum synthetic_species_033,synthetic_feature_402,species,neutral,0.0,0.090614006
item_403,Clostridium synthetic_species_042,synthetic_feature_403,species,neutral,-0.530194,0.13655561
item_404,Dorea synthetic_species_032,synthetic_feature_404,species,neutral,0.0,0.100492634
item_405,Dorea synthetic_species_033,synthetic_feature_405,species,neutral,0.0,-0.03164205
item_406,Bacteroides synthetic_species_025,synthetic_feature_406,species,neutral,0.0,-0.017225623
item_407,Alistipes synthetic_species_027,synthetic_feature_407,species,neutral,0.0,0.014219049
item_408,Clostridium synthetic_species_043,synthetic_feature_408,species,neutral,0.0,0.18597682
item_409,Oscillibacter synthetic_species_044,synthetic_feature_409,species,neutral,0.0,-0.04192702
item_410,Subdoligranulum synthetic_species_034,synthetic_feature_410,species,neutral,0.0,0.006792434
item_411,Bacteroides synthetic_species_026,synthetic_feature_411,species,neutral,0.43704945,0.007019565
item_412,Alistipes synthetic_species_028,synthetic_feature_412,species,neutral,0.0,0.03352853
item_413,Clostridium synthetic_species_044,synthetic_feature_413,species,neutral,0.0,-0.027330324
item_414,Ruminococcus synthetic_species_036,synthetic_feature_414,species,neutral,0.0,0.070407934
item_415,Alistipes synthetic_species_029,synthetic_feature_415,species,neutral,0.0,0.107867084
item_416,Alistipes synthetic_species_030,synthetic_feature_416,species,neutral,0.0,-0.034738418
item_417,Subdoligranulum synthetic_species_035,synthetic_feature_417,species,neutral,0.0,0.018436048
item_418,Oscillibacter synthetic_species_045,synthetic_feature_418,species,neutral,0.0,-0.033031594
item_419,Bacteroides synthetic_species_027,synthetic_feature_419,species,neutral,0.0,0.03500175
item_420,Bifidobacterium synthetic_species_006,synthetic_feature_420,species,healthy_enriched,-0.77029616,-0.23284747
item_421,Collinsella synthetic_species_033,synthetic_feature_421,species,neutral,0.0,0.066765875
item_422,Oscillibacter synthetic_species_046,synthetic_feature_422,species,neutral,-0.32501465,0.10790459
item_423,Blautia synthetic_species_039,synthetic_feature_423,species,neutral,0.0,0.14154823
item_424,Blautia synthetic_species_040,synthetic_feature_424,species,neutral,0.0,0.0016055962
item_425,Collinsella synthetic_species_034,synthetic_feature_425,species,neutral,0.0,0.03203227
item_426,Solobacterium synthetic_species_007,synthetic_feature_426,species,CRC_enriched,0.551368,0.24120855
item_427,Bifidobacterium synthetic_species_007,synthetic_feature_427,species,healthy_enriched,0.0,-0.343729
item_428,Collinsella synthetic_species_035,synthetic_feature_428,species,neutral,0.0,-0.07743129
item_429,Prevotella synthetic_species_036,synthetic_feature_429,species,neutral,0.0,0.021612713
item_430,Bacteroides synthetic_species_028,synthetic_feature_430,species,neutral,0.0,0.06698491
item_431,Dorea synthetic_species_034,synthetic_feature_431,species,neutral,0.0,-0.023497496
item_432,Dorea synthetic_species_035,synthetic_feature_432,species,neutral,0.0,-0.054148808
item_433,Oscillibacter synthetic_species_047,synthetic_feature_433,species,neutral,0.0,0.0023597348
item_434,Bacteroides synthetic_species_029,synthetic_feature_434,species,neutral,-0.70089084,0.031297192
item_435,Oscillibacter synthetic_species_048,synthetic_feature_435,species,neutral,0.0,-0.04471699
item_436,Bacteroides synthetic_species_030,synthetic_feature_436,species,neutral,0.6700567,-0.039712094
item_437,Dorea synthetic_species_036,synthetic_feature_437,species,neutral,0.0,-0.08318468
item_438,Dorea synthetic_species_037,synthetic_feature_438,species,neutral,0.0,0.027518468
item_439,Collinsella synthetic_species_036,synthetic_feature_439,species,neutral,0.0,-0.10629954
item_440,Bacteroides synthetic_species_031,synthetic_feature_440,species,neutral,0.0,0.16489112
item_441,Clostridium synthetic_species_045,synthetic_feature_441,species,neutral,0.0,-0.22937633
item_442,Prevotella synthetic_species_037,synthetic_feature_442,species,neutral,0.55393463,-0.059257258
item_443,Clostridium synthetic_species_046,synthetic_feature_443,species,neutral,0.0,0.034532003
item_444,Collinsella synthetic_species_037,synthetic_feature_444,species,neutral,0.0,-0.022791011
item_445,Oscillibacter synthetic_species_049,synthetic_feature_445,species,neutral,0.0,-0.054661192
item_446,Subdoligranulum synthetic_species_036,synthetic_feature_446,species,neutral,0.0,0.05834489
item_447,Oscillibacter synthetic_species_050,synthetic_feature_447,species,neutral,0.0,-0.03583014
item_448,Dorea synthetic_species_038,synthetic_feature_448,species,neutral,0.0,-0.04436818
item_449,Porphyromonas synthetic_species_003,synthetic_feature_449,species,CRC_enriched,0.0,0.113323286
item_450,Blautia synthetic_species_041,synthetic_feature_450,species,neutral,0.0,-0.005251923
item_451,Solobacterium synthetic_species_008,synthetic_feature_451,species,CRC_enriched,0.0,0.36742488
item_452,Clostridium synthetic_species_047,synthetic_feature_452,species,neutral,0.0,0.017776228
item_453,Dorea synthetic_species_039,synthetic_feature_453,species,neutral,0.0,0.044162456
item_454,Dorea synthetic_species_040,synthetic_feature_454,species,neutral,0.48342693,0.080780126
item_455,Prevotella synthetic_species_038,synthetic_feature_455,species,neutral,0.0,-0.0445263
item_456,Prevotella synthetic_species_039,synthetic_feature_456,species,neutral,0.0,-0.06575348
item_457,Oscillibacter synthetic_species_051,synthetic_feature_457,species,neutral,0.0,0.13395965
item_458,Morganella synthetic_species_007,synthetic_feature_458,species,CRC_enriched,0.710911,0.2742122
item_459,Gemella synthetic_species_004,synthetic_feature_459,species,CRC_enriched,0.0,0.42597497
item_460,Ruminococcus synthetic_species_037,synthetic_feature_460,species,neutral,0.0,0.1302172
item_461,Bacteroides synthetic_species_032,synthetic_feature_461,species,neutral,0.0,0.11367144
item_462,Bacteroides synthetic_species_033,synthetic_feature_462,species,neutral,0.0,0.02006876
item_463,Blautia synthetic_species_042,synthetic_feature_463,species,neutral,0.0,0.03764146
item_464,Blautia synthetic_species_043,synthetic_feature_464,species,neutral,0.0,-0.21852502
item_465,Peptostreptococcus synthetic_species_004,synthetic_feature_465,species,CRC_enriched,0.0,0.26997945
item_466,Prevotella synthetic_species_040,synthetic_feature_466,species,neutral,0.0,0.07781256
item_467,Bacteroides synthetic_species_034,synthetic_feature_467,species,neutral,0.66547954,0.04141167
item_468,Blautia synthetic_species_044,synthetic_feature_468,species,neutral,0.0,-0.1484391
item_469,Blautia synthetic_species_045,synthetic_feature_469,species,neutral,0.0,0.052301373
item_470,Peptostreptococcus synthetic_species_005,synthetic_feature_470,species,CRC_enriched,0.83956236,0.07107195
item_471,Solobacterium synthetic_species_009,synthetic_feature_471,species,CRC_enriched,0.0,0.2517459
item_472,Oscillibacter synthetic_species_052,synthetic_feature_472,species,neutral,0.0,0.06838354
item_473,Collinsella synthetic_species_038,synthetic_feature_473,species,neutral,0.0,0.088291354
item_474,Alistipes synthetic_species_031,synthetic_feature_474,species,neutral,-0.68478084,-0.20875303
item_475,Bacteroides synthetic_species_035,synthetic_feature_475,species,neutral,0.0,0.045868956
item_476,Clostridium synthetic_species_048,synthetic_feature_476,species,neutral,0.0,-0.020003062
item_477,Agathobacter synthetic_species_004,synthetic_feature_477,species,healthy_enriched,-0.6842363,-0.24262576
item_478,Ruminococcus synthetic_species_038,synthetic_feature_478,species,neutral,0.0,0.19170973
item_479,Bacteroides synthetic_species_036,synthetic_feature_479,species,neutral,0.0,0.049336243
item_480,Oscillibacter synthetic_species_053,synthetic_feature_480,species,neutral,0.0,0.06679707
item_481,Subdoligranulum synthetic_species_037,synthetic_feature_481,species,neutral,0.0,-0.06250468
item_482,Dorea synthetic_species_041,synthetic_feature_482,species,neutral,0.0,0.14120893
item_483,Peptostreptococcus synthetic_species_006,synthetic_feature_483,species,CRC_enriched,0.0,0.35330382
item_484,Blautia synthetic_species_046,synthetic_feature_484,species,neutral,0.0,0.072522566
item_485,Oscillibacter synthetic_species_054,synthetic_feature_485,species,neutral,0.0,0.04415495
item_486,Collinsella synthetic_species_039,synthetic_feature_486,species,neutral,0.0,0.15099284
item_487,Bacteroides synthetic_species_037,synthetic_feature_487,species,neutral,0.6600793,-9.768945e-05
item_488,Parvimonas synthetic_species_005,synthetic_feature_488,species,CRC_enriched,0.9306894,0.0718417
item_489,Bacteroides synthetic_species_038,synthetic_feature_489,species,neutral,0.0,0.011350971
item_490,Dorea synthetic_species_042,synthetic_feature_490,species,neutral,0.0,-0.018332386
item_491,Dorea synthetic_species_043,synthetic_feature_491,species,neutral,0.0,0.09035459
item_492,Collinsella synthetic_species_040,synthetic_feature_492,species,neutral,0.0,0.12674889
item_493,Clostridium synthetic_species_049,synthetic_feature_493,species,neutral,0.0,-0.12783964
item_494,Prevotella synthetic_species_041,synthetic_feature_494,species,neutral,0.0,0.091127686
item_495,Subdoligranulum synthetic_species_038,synthetic_feature_495,species,neutral,0.0,-0.21440266
item_496,Alistipes synthetic_species_032,synthetic_feature_496,species,neutral,0.0,0.08873536
item_497,Agathobacter synthetic_species_005,synthetic_feature_497,species,healthy_enriched,-0.57752484,-0.23849706
item_498,Roseburia synthetic_species_009,synthetic_feature_498,species,healthy_enriched,-0.75588053,-0.363385
item_499,Ruminococcus synthetic_species_039,synthetic_feature_499,species,neutral,-0.4711165,-0.009636916
