item_id,taxon_name,T,taxon_direction,true_group,S,F
item_300,Faecalibacterium synthetic_species_005,0.562189043,neutral,healthy_enriched,0.449807703,0.380059868
item_301,Ruminococcus synthetic_species_024,0.549130201,neutral,neutral,0.414830685,0.400251865
item_302,Dorea synthetic_species_033,0.483791679,healthy_enriched,neutral,0.453881919,0.421462506
item_303,Collinsella synthetic_species_027,0.540361166,neutral,neutral,0.431690931,0.585700333
item_304,Blautia synthetic_species_032,0.564325035,CRC_enriched,neutral,0.491225868,0.483061254
item_305,Alistipes synthetic_species_025,0.499500364,neutral,neutral,0.523359895,0.432450622
item_306,Agathobacter synthetic_species_003,0.473149031,healthy_enriched,healthy_enriched,0.487903416,0.357894212
item_307,Blautia synthetic_species_033,0.53854841,neutral,neutral,0.491381824,0.439726591
item_308,Clostridium synthetic_species_024,0.358540237,neutral,neutral,0.459080577,0.6194368
item_309,Collinsella synthetic_species_028,0.602207661,neutral,neutral,0.481688499,0.416155249
item_310,Bifidobacterium synthetic_species_003,0.454086453,neutral,healthy_enriched,0.446356386,0.208234951
item_311,Alistipes synthetic_species_026,0.458168417,healthy_enriched,neutral,0.473082364,0.414600849
item_312,Clostridium synthetic_species_025,0.440752566,neutral,neutral,0.512057781,0.728555262
item_313,Fusobacterium synthetic_species_004,0.485431999,neutral,CRC_enriched,0.500830173,0.729540467
item_314,Prevotella synthetic_species_027,0.465727627,neutral,neutral,0.478334069,0.550354362
item_315,Oscillibacter synthetic_species_019,0.518922508,neutral,neutral,0.474073499,0.6017645
item_316,Dorea synthetic_species_034,0.481698334,neutral,neutral,0.505015492,0.62354219
item_317,Blautia synthetic_species_034,0.496642739,neutral,neutral,0.449700028,0.506303787
item_318,Blautia synthetic_species_035,0.475610971,neutral,neutral,0.452039361,0.341792494
item_319,Blautia synthetic_species_036,0.486904353,healthy_enriched,neutral,0.463278234,0.417155713
item_320,Alistipes synthetic_species_027,0.569925964,neutral,neutral,0.486838639,0.434127718
item_321,Prevotella synthetic_species_028,0.447819531,neutral,neutral,0.496254712,0.584899545
item_322,Bacteroides synthetic_species_020,0.502295792,neutral,neutral,0.534123302,0.424845606
item_323,Oscillibacter synthetic_species_020,0.524078012,CRC_enriched,neutral,0.445544064,0.589253783
item_324,Alistipes synthetic_species_028,0.478641927,healthy_enriched,neutral,0.419497013,0.674011469
item_325,Collinsella synthetic_species_029,0.446288943,neutral,neutral,0.591859818,0.6125049
item_326,Dorea synthetic_species_035,0.525092721,CRC_enriched,neutral,0.486800373,0.533320069
item_327,Prevotella synthetic_species_029,0.498971254,neutral,neutral,0.508098066,0.449690461
item_328,Dorea synthetic_species_036,0.443152338,healthy_enriched,neutral,0.449612916,0.615290523
item_329,Faecalibacterium synthetic_species_006,0.498893023,neutral,healthy_enriched,0.462958872,0.425855875
item_330,Prevotella synthetic_species_030,0.551767051,neutral,neutral,0.496572852,0.49446848
item_331,Prevotella synthetic_species_031,0.494820505,neutral,neutral,0.505632281,0.527241886
item_332,Oscillibacter synthetic_species_021,0.613838851,neutral,neutral,0.440747917,0.544350028
item_333,Agathobacter synthetic_species_004,0.478292733,neutral,healthy_enriched,0.504285693,0.415053695
item_334,Akkermansia synthetic_species_002,0.385937512,healthy_enriched,healthy_enriched,0.446068019,0.518975973
item_335,Dorea synthetic_species_037,0.494522184,neutral,neutral,0.557319999,0.551591873
item_336,Alistipes synthetic_species_029,0.543701112,neutral,neutral,0.479154289,0.311322153
item_337,Blautia synthetic_species_037,0.44543004,healthy_enriched,neutral,0.501619995,0.597713292
item_338,Subdoligranulum synthetic_species_033,0.482564181,healthy_enriched,neutral,0.453714967,0.463408291
item_339,Collinsella synthetic_species_030,0.517241776,neutral,neutral,0.532050133,0.612950683
item_340,Bacteroides synthetic_species_021,0.439592242,healthy_enriched,neutral,0.494885176,0.583393157
item_341,Ruminococcus synthetic_species_025,0.524003744,neutral,neutral,0.442326397,0.601567447
item_342,Akkermansia synthetic_species_003,0.44714576,healthy_enriched,healthy_enriched,0.457241178,0.225847021
item_343,Agathobacter synthetic_species_005,0.448931932,healthy_enriched,healthy_enriched,0.395519823,0.440078378
item_344,Akkermansia synthetic_species_004,0.509028494,neutral,healthy_enriched,0.483698368,0.423643231
item_345,Agathobacter synthetic_species_006,0.478754997,neutral,healthy_enriched,0.565388858,0.22833468
item_346,Bacteroides synthetic_species_022,0.500641942,neutral,neutral,0.477422744,0.440150589
item_347,Campylobacter synthetic_species_005,0.577772617,CRC_enriched,CRC_enriched,0.45352453,0.552466571
item_348,Clostridium synthetic_species_026,0.504325747,neutral,neutral,0.557706535,0.442717761
item_349,Clostridium synthetic_species_027,0.509936273,neutral,neutral,0.510952294,0.591618001
item_350,Subdoligranulum synthetic_species_034,0.510154784,neutral,neutral,0.501736343,0.492574424
item_351,Prevotella synthetic_species_032,0.532302499,neutral,neutral,0.499899924,0.454572201
item_352,Subdoligranulum synthetic_species_035,0.548897624,neutral,neutral,0.509466588,0.596667767
item_353,Alistipes synthetic_species_030,0.44698894,neutral,neutral,0.472817004,0.292724133
item_354,Subdoligranulum synthetic_species_036,0.520288289,CRC_enriched,neutral,0.497353375,0.41007334
item_355,Prevotella synthetic_species_033,0.573242366,neutral,neutral,0.55694145,0.572945595
item_356,Collinsella synthetic_species_031,0.561850309,neutral,neutral,0.486972362,0.479784429
item_357,Clostridium synthetic_species_028,0.505105197,neutral,neutral,0.496009409,0.565194309
item_358,Bacteroides synthetic_species_023,0.461871296,neutral,neutral,0.506696224,0.451090902
item_359,Bacteroides synthetic_species_024,0.577010214,neutral,neutral,0.467952013,0.54807359
item_360,Oscillibacter synthetic_species_022,0.398984402,neutral,neutral,0.48884362,0.490638256
item_361,Bacteroides synthetic_species_025,0.475002229,healthy_enriched,neutral,0.408977538,0.429145366
item_362,Blautia synthetic_species_038,0.580697775,neutral,neutral,0.507592499,0.60040462
item_363,Subdoligranulum synthetic_species_037,0.392956674,neutral,neutral,0.484495252,0.361696959
item_364,Blautia synthetic_species_039,0.479398131,healthy_enriched,neutral,0.51709646,0.458919466
item_365,Dorea synthetic_species_038,0.499278396,neutral,neutral,0.553375065,0.406713754
item_366,Dorea synthetic_species_039,0.51151365,neutral,neutral,0.450396627,0.418769956
item_367,Blautia synthetic_species_040,0.450829625,neutral,neutral,0.466002822,0.266038477
item_368,Collinsella synthetic_species_032,0.49994728,neutral,neutral,0.492012054,0.271115363
item_369,Collinsella synthetic_species_033,0.521540701,CRC_enriched,neutral,0.465485394,0.600410759
item_370,Parvimonas synthetic_species_002,0.543433666,CRC_enriched,CRC_enriched,0.427262217,0.498916477
item_371,Blautia synthetic_species_041,0.502806783,neutral,neutral,0.499961793,0.532391489
item_372,Clostridium synthetic_species_029,0.501784861,neutral,neutral,0.47430566,0.448006094
item_373,Clostridium synthetic_species_030,0.498489499,neutral,neutral,0.589069545,0.570630431
item_374,Faecalibacterium synthetic_species_007,0.436049521,neutral,healthy_enriched,0.525368333,0.475238144
item_375,Clostridium synthetic_species_031,0.538990378,CRC_enriched,neutral,0.520798087,0.442392737
item_376,Clostridium synthetic_species_032,0.646076381,neutral,neutral,0.502169669,0.564471841
item_377,Prevotella synthetic_species_034,0.450034887,neutral,neutral,0.568615556,0.590574443
item_378,Oscillibacter synthetic_species_023,0.471292645,healthy_enriched,neutral,0.526939869,0.535644174
item_379,Collinsella synthetic_species_034,0.489072055,neutral,neutral,0.544100285,0.511458099
item_380,Dorea synthetic_species_040,0.516761482,CRC_enriched,neutral,0.504725695,0.553704381
item_381,Solobacterium synthetic_species_001,0.54446429,neutral,CRC_enriched,0.442885429,0.473268449
item_382,Collinsella synthetic_species_035,0.513426244,CRC_enriched,neutral,0.486238509,0.626099288
item_383,Collinsella synthetic_species_036,0.491093934,neutral,neutral,0.504091144,0.425180465
item_384,Ruminococcus synthetic_species_026,0.456150562,neutral,neutral,0.478024065,0.568130493
item_385,Subdoligranulum synthetic_species_038,0.493442178,neutral,neutral,0.543153405,0.46884498
item_386,Subdoligranulum synthetic_species_039,0.562720656,neutral,neutral,0.434264034,0.545692682
item_387,Prevotella synthetic_species_035,0.449988157,neutral,neutral,0.521251678,0.617717028
item_388,Clostridium synthetic_species_033,0.514504671,neutral,neutral,0.463753343,0.592692256
item_389,Bacteroides synthetic_species_026,0.447111189,healthy_enriched,neutral,0.53265053,0.495322466
item_390,Eubacterium synthetic_species_003,0.392262816,neutral,healthy_enriched,0.544258237,0.317168117
item_391,Subdoligranulum synthetic_species_040,0.512396157,neutral,neutral,0.457870424,0.477065772
item_392,Prevotella synthetic_species_036,0.517100275,CRC_enriched,neutral,0.46451202,0.4967933
item_393,Ruminococcus synthetic_species_027,0.48607251,healthy_enriched,neutral,0.538152158,0.410160899
item_394,Alistipes synthetic_species_031,0.504613578,neutral,neutral,0.471202046,0.600803316
item_395,Clostridium synthetic_species_034,0.557898045,neutral,neutral,0.552494168,0.564171553
item_396,Dorea synthetic_species_041,0.570721507,neutral,neutral,0.484680921,0.525719523
item_397,Gemella synthetic_species_007,0.537869811,CRC_enriched,CRC_enriched,0.585553885,0.586576164
item_398,Subdoligranulum synthetic_species_041,0.501176059,neutral,neutral,0.507762849,0.251902014
item_399,Collinsella synthetic_species_037,0.599340022,neutral,neutral,0.479561508,0.511671603
item_400,Clostridium synthetic_species_035,0.568131685,neutral,neutral,0.471797168,0.536129177
item_401,Bacteroides synthetic_species_027,0.538248003,CRC_enriched,neutral,0.512989342,0.526936829
item_402,Alistipes synthetic_species_032,0.427884638,neutral,neutral,0.544487953,0.47331363
item_403,Subdoligranulum synthetic_species_042,0.515090168,neutral,neutral,0.500508487,0.467389464
item_404,Oscillibacter synthetic_species_024,0.485853076,neutral,neutral,0.537059724,0.52397728
item_405,Blautia synthetic_species_042,0.456921697,neutral,neutral,0.504032254,0.474922448
item_406,Ruminococcus synthetic_species_028,0.471469015,healthy_enriched,neutral,0.527168512,0.357727468
item_407,Parvimonas synthetic_species_003,0.602256536,neutral,CRC_enriched,0.492798418,0.508549392
item_408,Oscillibacter synthetic_species_025,0.508831441,CRC_enriched,neutral,0.505324602,0.599511087
item_409,Clostridium synthetic_species_036,0.471204668,healthy_enriched,neutral,0.482385755,0.490724772
item_410,Alistipes synthetic_species_033,0.463190705,neutral,neutral,0.510996222,0.440150499
item_411,Collinsella synthetic_species_038,0.560693562,neutral,neutral,0.513748229,0.457428992
item_412,Blautia synthetic_species_043,0.534567177,CRC_enriched,neutral,0.514313996,0.545168757
item_413,Dorea synthetic_species_042,0.543209434,neutral,neutral,0.490039051,0.482958883
item_414,Morganella synthetic_species_004,0.491496831,neutral,CRC_enriched,0.538386524,0.499586493
item_415,Prevotella synthetic_species_037,0.447099745,neutral,neutral,0.509238362,0.567296147
item_416,Alistipes synthetic_species_034,0.493027985,neutral,neutral,0.450191528,0.60432899
item_417,Bacteroides synthetic_species_028,0.516259313,neutral,neutral,0.516600609,0.550603986
item_418,Blautia synthetic_species_044,0.477400601,neutral,neutral,0.525453031,0.511743784
item_419,Blautia synthetic_species_045,0.478792846,neutral,neutral,0.490163207,0.548920453
item_420,Subdoligranulum synthetic_species_043,0.50280726,neutral,neutral,0.519629896,0.523209155
item_421,Collinsella synthetic_species_039,0.53892231,CRC_enriched,neutral,0.516876876,0.605115712
item_422,Prevotella synthetic_species_038,0.576947927,CRC_enriched,neutral,0.45790863,0.526073098
item_423,Anaerostipes synthetic_species_002,0.357688904,neutral,healthy_enriched,0.505811572,0.46652168
item_424,Bacteroides synthetic_species_029,0.513892055,neutral,neutral,0.553702533,0.49237752
item_425,Blautia synthetic_species_046,0.506708264,neutral,neutral,0.507935405,0.518734157
item_426,Blautia synthetic_species_047,0.411561906,healthy_enriched,neutral,0.530627131,0.453594536
item_427,Oscillibacter synthetic_species_026,0.459415048,neutral,neutral,0.493264884,0.556263864
item_428,Ruminococcus synthetic_species_029,0.502496362,CRC_enriched,neutral,0.427174538,0.562329769
item_429,Ruminococcus synthetic_species_030,0.501303315,neutral,neutral,0.503587961,0.429768533
item_430,Bacteroides synthetic_species_030,0.622049689,neutral,neutral,0.524774432,0.523158133
item_431,Dorea synthetic_species_043,0.502598524,neutral,neutral,0.459687501,0.533223271
item_432,Dorea synthetic_species_044,0.560946822,neutral,neutral,0.504494548,0.520771801
item_433,Clostridium synthetic_species_037,0.515556395,neutral,neutral,0.491445839,0.559201419
item_434,Clostridium synthetic_species_038,0.509085894,neutral,neutral,0.512237847,0.54400897
item_435,Prevotella synthetic_species_039,0.482211351,healthy_enriched,neutral,0.501129329,0.550840437
item_436,Alistipes synthetic_species_035,0.509194314,neutral,neutral,0.511161745,0.375397682
item_437,Agathobacter synthetic_species_007,0.421257138,neutral,healthy_enriched,0.44834435,0.305622518
item_438,Eubacterium synthetic_species_004,0.48042202,neutral,healthy_enriched,0.472590983,0.466793448
item_439,Bacteroides synthetic_species_031,0.480429173,neutral,neutral,0.540970147,0.451613337
item_440,Oscillibacter synthetic_species_027,0.469862968,healthy_enriched,neutral,0.480556637,0.463178009
item_441,Clostridium synthetic_species_039,0.521820605,CRC_enriched,neutral,0.512509763,0.526227236
item_442,Collinsella synthetic_species_040,0.478067726,healthy_enriched,neutral,0.488538414,0.459612936
item_443,Ruminococcus synthetic_species_031,0.454208732,neutral,neutral,0.525471747,0.546599746
item_444,Oscillibacter synthetic_species_028,0.398331702,neutral,neutral,0.42605111,0.623733521
item_445,Faecalibacterium synthetic_species_008,0.487551272,neutral,healthy_enriched,0.543002963,0.351917118
item_446,Porphyromonas synthetic_species_006,0.574989915,CRC_enriched,CRC_enriched,0.611480951,0.696619332
item_447,Bifidobacterium synthetic_species_004,0.459128678,neutral,healthy_enriched,0.549580097,0.44546029
item_448,Subdoligranulum synthetic_species_044,0.532104075,CRC_enriched,neutral,0.46623379,0.442206144
item_449,Alistipes synthetic_species_036,0.437507242,neutral,neutral,0.534731805,0.662717044
item_450,Blautia synthetic_species_048,0.512918234,neutral,neutral,0.477002233,0.529352427
item_451,Prevotella synthetic_species_040,0.508453846,neutral,neutral,0.504612744,0.573384345
item_452,Faecalibacterium synthetic_species_009,0.379359782,neutral,healthy_enriched,0.508721113,0.236654118
item_453,Ruminococcus synthetic_species_032,0.521884501,neutral,neutral,0.501715899,0.337395251
item_454,Oscillibacter synthetic_species_029,0.478559434,neutral,neutral,0.542921007,0.523712814
item_455,Blautia synthetic_species_049,0.524857521,neutral,neutral,0.539026201,0.603471339
item_456,Dorea synthetic_species_045,0.588388205,CRC_enriched,neutral,0.530786574,0.635362685
item_457,Alistipes synthetic_species_037,0.518447161,neutral,neutral,0.497132361,0.574620426
item_458,Prevotella synthetic_species_041,0.496265978,neutral,neutral,0.520351529,0.500724375
item_459,Alistipes synthetic_species_038,0.496735156,neutral,neutral,0.486445367,0.503999352
item_460,Prevotella synthetic_species_042,0.484066576,neutral,neutral,0.461110532,0.504887938
item_461,Prevotella synthetic_species_043,0.54582262,neutral,neutral,0.538019419,0.501062393
item_462,Blautia synthetic_species_050,0.487833977,healthy_enriched,neutral,0.491150826,0.356978863
item_463,Prevotella synthetic_species_044,0.510289311,neutral,neutral,0.470995069,0.385395169
item_464,Bacteroides synthetic_species_032,0.328636706,neutral,neutral,0.51438725,0.528166056
item_465,Agathobacter synthetic_species_008,0.390931517,healthy_enriched,healthy_enriched,0.432749748,0.45107463
item_466,Alistipes synthetic_species_039,0.442768604,neutral,neutral,0.531790495,0.32836172
item_467,Dorea synthetic_species_046,0.47541213,healthy_enriched,neutral,0.534324169,0.54724884
item_468,Prevotella synthetic_species_045,0.468650907,neutral,neutral,0.536188006,0.461248755
item_469,Alistipes synthetic_species_040,0.535469651,neutral,neutral,0.462400466,0.542037845
item_470,Dorea synthetic_species_047,0.450678438,neutral,neutral,0.493085265,0.447610378
item_471,Solobacterium synthetic_species_002,0.520506382,neutral,CRC_enriched,0.460183948,0.560028374
item_472,Porphyromonas synthetic_species_007,0.552026749,CRC_enriched,CRC_enriched,0.52126056,0.498420447
item_473,Collinsella synthetic_species_041,0.499591947,neutral,neutral,0.496243179,0.476158738
item_474,Collinsella synthetic_species_042,0.463783443,healthy_enriched,neutral,0.418021619,0.482807875
item_475,Alistipes synthetic_species_041,0.431193501,neutral,neutral,0.484464824,0.475336343
item_476,Alistipes synthetic_species_042,0.485308558,neutral,neutral,0.539209008,0.462203681
item_477,Porphyromonas synthetic_species_008,0.53982681,CRC_enriched,CRC_enriched,0.506884992,0.63704747
item_478,Bacteroides synthetic_species_033,0.460948557,neutral,neutral,0.5269472,0.410414696
item_479,Blautia synthetic_species_051,0.450598478,healthy_enriched,neutral,0.48739621,0.461832732
item_480,Blautia synthetic_species_052,0.433876425,neutral,neutral,0.475934029,0.370795637
item_481,Ruminococcus synthetic_species_033,0.49439171,neutral,neutral,0.490978211,0.43353641
item_482,Ruminococcus synthetic_species_034,0.439597458,neutral,neutral,0.493501425,0.495621562
item_483,Ruminococcus synthetic_species_035,0.45309025,healthy_enriched,neutral,0.550453246,0.440440446
item_484,Blautia synthetic_species_053,0.560639381,neutral,neutral,0.434278488,0.475998342
item_485,Clostridium synthetic_species_040,0.446957678,neutral,neutral,0.517322123,0.514209926
item_486,Prevotella synthetic_species_046,0.530380726,CRC_enriched,neutral,0.455589533,0.53376931
item_487,Dorea synthetic_species_048,0.517653346,neutral,neutral,0.439340979,0.612086833
item_488,Fusobacterium synthetic_species_005,0.60931325,neutral,CRC_enriched,0.485304087,0.585735023
item_489,Dorea synthetic_species_049,0.51996249,neutral,neutral,0.487213582,0.392114431
item_490,Alistipes synthetic_species_043,0.506890118,neutral,neutral,0.476435572,0.57107687
item_491,Ruminococcus synthetic_species_036,0.556003809,neutral,neutral,0.446095139,0.486592978
item_492,Dorea synthetic_species_050,0.43987444,neutral,neutral,0.482100785,0.589693367
item_493,Eubacterium synthetic_species_005,0.472533196,healthy_enriched,healthy_enriched,0.393058151,0.339045972
item_494,Ruminococcus synthetic_species_037,0.541257918,CRC_enriched,neutral,0.510399938,0.580449283
item_495,Clostridium synthetic_species_041,0.441799253,neutral,neutral,0.50143975,0.486723572
item_496,Oscillibacter synthetic_species_030,0.503587902,neutral,neutral,0.537368476,0.514587462
item_497,Fusobacterium synthetic_species_006,0.51194495,neutral,CRC_enriched,0.499682546,0.800852656
item_498,Porphyromonas synthetic_species_009,0.539540946,CRC_enriched,CRC_enriched,0.548828423,0.593444288
item_499,Oscillibacter synthetic_species_031,0.433516502,neutral,neutral,0.444628596,0.395787239
