item_id,taxon_name,T,taxon_direction,S,F
item_359,Synthetic taxon 359,0.121061713,CRC_enriched,0.423546362,0
item_360,Synthetic taxon 360,0.123757675,CRC_enriched,0.302943683,0
item_361,Synthetic taxon 361,0.0245936885,CRC_enriched,0.387840911,0.2
item_362,Synthetic taxon 362,0.00861544907,healthy_enriched,0.238804055,0.2
item_363,Synthetic taxon 363,0.0484581105,healthy_enriched,0.351222294,0.2
item_364,Synthetic taxon 364,0.093490392,CRC_enriched,0.458919887,0.2
item_365,Synthetic taxon 365,0.0189099479,CRC_enriched,0.311408475,0.2
item_366,Synthetic taxon 366,0.0928075537,CRC_enriched,0.275642105,0.2
item_367,Synthetic taxon 367,0.0593360923,CRC_enriched,0.228112406,0
item_368,Synthetic taxon 368,0.0577694662,CRC_enriched,0.257200049,0
item_369,Synthetic taxon 369,0.129508764,CRC_enriched,0.411715104,0.2
item_370,Synthetic taxon 370,0.0390836112,CRC_enriched,0.219624352,0
item_371,Synthetic taxon 371,0.0576349907,CRC_enriched,0.256821822,0.2
item_372,Synthetic taxon 372,0.138047561,CRC_enriched,0.333678304,0
item_373,Synthetic taxon 373,0.0430910662,CRC_enriched,0.346436887,0.2
item_374,Synthetic taxon 374,0.0905095562,CRC_enriched,0.262254046,0.2
item_375,Synthetic taxon 375,0.0105325729,healthy_enriched,0.268366521,0
item_376,Synthetic taxon 376,0.107395925,healthy_enriched,0.246904188,0
item_377,Synthetic taxon 377,0.00269438932,healthy_enriched,0.313491625,0.2
item_378,Synthetic taxon 378,0.103060558,CRC_enriched,0.279606552,0
item_379,Synthetic taxon 379,0.00224183244,CRC_enriched,0.316668483,0
item_380,Synthetic taxon 380,0.103135504,CRC_enriched,0.379935639,0.2
item_381,Synthetic taxon 381,0.0702878311,CRC_enriched,0.24780283,0
item_382,Synthetic taxon 382,0.0612781234,CRC_enriched,0.509189001,0
item_383,Synthetic taxon 383,0.0471369699,CRC_enriched,0.29503148,0
item_384,Synthetic taxon 384,0.0601128228,CRC_enriched,0.199361396,0
item_385,Synthetic taxon 385,0.0755880252,CRC_enriched,0.501065334,0.2
item_386,Synthetic taxon 386,0.15483138,CRC_enriched,0.400494363,0.4
item_387,Synthetic taxon 387,0.153728619,CRC_enriched,0.355787054,0.2
item_388,Synthetic taxon 388,0.0751490071,CRC_enriched,0.321818982,0.2
item_389,Synthetic taxon 389,0.0870796815,CRC_enriched,0.389506559,0.4
item_390,Synthetic taxon 390,0.0498462804,CRC_enriched,0.402090679,0.2
item_391,Synthetic taxon 391,0.0345190316,CRC_enriched,0.503827412,0
item_392,Synthetic taxon 392,0.0368651524,CRC_enriched,0.440756686,0
item_393,Synthetic taxon 393,0.278083473,CRC_enriched,0.585851601,0
item_394,Synthetic taxon 394,0.203511983,CRC_enriched,0.467429041,0.2
item_395,Synthetic taxon 395,0.0474405698,CRC_enriched,0.226646582,0.2
item_396,Synthetic taxon 396,0.041062966,CRC_enriched,0.376310618,0.2
item_397,Synthetic taxon 397,0.0357807986,CRC_enriched,0.264736962,0
item_398,Synthetic taxon 398,0.0857710093,CRC_enriched,0.293914854,0
item_399,Synthetic taxon 399,0.0545905121,CRC_enriched,0.34847927,0
item_400,Synthetic taxon 400,0.155469134,CRC_enriched,0.337127121,0.2
item_401,Synthetic taxon 401,0.00513481023,CRC_enriched,0.222408767,0
item_402,Synthetic taxon 402,0.0282181334,CRC_enriched,0.112466813,0.2
item_403,Synthetic taxon 403,0.0130470013,healthy_enriched,0.190965257,0.2
item_404,Synthetic taxon 404,0.128531054,CRC_enriched,0.332661261,0.2
item_405,Synthetic taxon 405,0.201244548,CRC_enriched,0.365672986,0.6
item_406,Synthetic taxon 406,0.0850877315,healthy_enriched,0.351589641,0.2
item_407,Synthetic taxon 407,0.0732915327,CRC_enriched,0.353545127,0.2
item_408,Synthetic taxon 408,0.00457680225,CRC_enriched,0.29673269,0
item_409,Synthetic taxon 409,0.0881844163,CRC_enriched,0.447310475,0
item_410,Synthetic taxon 410,0.121671364,CRC_enriched,0.565772124,0.2
item_411,Synthetic taxon 411,0.113991342,CRC_enriched,0.348300995,0.2
item_412,Synthetic taxon 412,0.107553296,CRC_enriched,0.475465612,0
item_413,Synthetic taxon 413,0.0585168265,CRC_enriched,0.368125567,0.2
item_414,Synthetic taxon 414,0.0898520052,CRC_enriched,0.444551548,0.2
item_415,Synthetic taxon 415,0.190795645,CRC_enriched,0.370298934,0
item_416,Synthetic taxon 416,0.149861887,CRC_enriched,0.278144841,0
item_417,Synthetic taxon 417,0.113557413,CRC_enriched,0.483757395,0
item_418,Synthetic taxon 418,0.134636164,CRC_enriched,0.438632544,0.2
item_419,Synthetic taxon 419,0.0658846423,CRC_enriched,0.223215766,0.4
item_420,Synthetic taxon 420,0.0401374958,CRC_enriched,0.338055754,0.2
item_421,Synthetic taxon 421,0.0567871407,CRC_enriched,0.305810216,0
item_422,Synthetic taxon 422,0.108080178,CRC_enriched,0.36235507,0
item_423,Synthetic taxon 423,0.106939629,CRC_enriched,0.264499098,0
item_424,Synthetic taxon 424,0.124348827,CRC_enriched,0.21173869,0
item_425,Synthetic taxon 425,0.062353272,CRC_enriched,0.233742615,0.2
item_426,Synthetic taxon 426,0.0532472879,CRC_enriched,0.29975032,0
item_427,Synthetic taxon 427,0.140612572,CRC_enriched,0.494519601,0.2
item_428,Synthetic taxon 428,0.0200863387,CRC_enriched,0.263931618,0.2
item_429,Synthetic taxon 429,0.0609277822,CRC_enriched,0.176627104,0.2
item_430,Synthetic taxon 430,0.0420249328,CRC_enriched,0.201039186,0.2
item_431,Synthetic taxon 431,0.0460343994,CRC_enriched,0.403317241,0.2
item_432,Synthetic taxon 432,0.0509019233,CRC_enriched,0.276989062,0.4
item_433,Synthetic taxon 433,0.121829875,CRC_enriched,0.53876242,0
item_434,Synthetic taxon 434,0.145596355,CRC_enriched,0.435635582,0.4
item_435,Synthetic taxon 435,0.0332300588,CRC_enriched,0.216574951,0.4
item_436,Synthetic taxon 436,0.0754908994,CRC_enriched,0.290011079,0.2
item_437,Synthetic taxon 437,0.0686554238,CRC_enriched,0.288420219,0
item_438,Synthetic taxon 438,0.0573677346,CRC_enriched,0.365654425,0
item_439,Synthetic taxon 439,0.00428912835,CRC_enriched,0.265291297,0.2
item_440,Synthetic taxon 440,0.100654595,CRC_enriched,0.522972016,0
item_441,Synthetic taxon 441,0.0209159367,CRC_enriched,0.316681745,0.2
item_442,Synthetic taxon 442,0.0316242948,CRC_enriched,0.33689648,0
item_443,Synthetic taxon 443,0.0602360219,CRC_enriched,0.346075676,0.2
item_444,Synthetic taxon 444,0.111319944,CRC_enriched,0.503690622,0
item_445,Synthetic taxon 445,0.0429636575,CRC_enriched,0.295114501,0.2
item_446,Synthetic taxon 446,0.0769839212,CRC_enriched,0.319928973,0
item_447,Synthetic taxon 447,0.0718245804,CRC_enriched,0.341001773,0
item_448,Synthetic taxon 448,0.0709656477,healthy_enriched,0.285911683,0
item_449,Synthetic taxon 449,0.140919715,CRC_enriched,0.438706159,0.2
item_450,Synthetic taxon 450,0.048974935,CRC_enriched,0.30096952,0.2
item_451,Synthetic taxon 451,0.189423874,CRC_enriched,0.344395936,0.2
item_452,Synthetic taxon 452,0.0620733276,CRC_enriched,0.181753524,0.4
item_453,Synthetic taxon 453,0.102701515,CRC_enriched,0.325123659,0
item_454,Synthetic taxon 454,0.157328561,CRC_enriched,0.236273516,0.4
item_455,Synthetic taxon 455,0.126638249,CRC_enriched,0.370162842,0.4
item_456,Synthetic taxon 456,0.011481381,CRC_enriched,0.185513109,0.4
item_457,Synthetic taxon 457,0.0235011056,CRC_enriched,0.260662795,0
item_458,Synthetic taxon 458,0.108527705,CRC_enriched,0.458470208,0.2
item_459,Synthetic taxon 459,0.0661012903,CRC_enriched,0.254553187,0.2
item_460,Synthetic taxon 460,0.108671263,CRC_enriched,0.394276618,0.4
item_461,Synthetic taxon 461,0.151745424,CRC_enriched,0.52117906,0
item_462,Synthetic taxon 462,0.0440986492,CRC_enriched,0.250770743,0
item_463,Synthetic taxon 463,0.0516491272,CRC_enriched,0.537631048,0
item_464,Synthetic taxon 464,0.080775544,CRC_enriched,0.421744906,0.2
item_465,Synthetic taxon 465,0.0645528212,CRC_enriched,0.300457482,0
item_466,Synthetic taxon 466,0.0483901314,CRC_enriched,0.331920317,0
item_467,Synthetic taxon 467,0.068904303,CRC_enriched,0.44621996,0
item_468,Synthetic taxon 468,0.0404535048,CRC_enriched,0.379274475,0
item_469,Synthetic taxon 469,0.114207268,CRC_enriched,0.384243755,0.4
item_470,Synthetic taxon 470,0.136723727,CRC_enriched,0.538651662,0.2
item_471,Synthetic taxon 471,0.151241004,CRC_enriched,0.239194617,0
item_472,Synthetic taxon 472,0.115964755,CRC_enriched,0.256528461,0.2
item_473,Synthetic taxon 473,0.095071815,CRC_enriched,0.336112542,0
item_474,Synthetic taxon 474,0.119606413,CRC_enriched,0.384805899,0
item_475,Synthetic taxon 475,0.0413685106,CRC_enriched,0.485078983,0.2
item_476,Synthetic taxon 476,0.121819884,CRC_enriched,0.445871931,0.2
item_477,Synthetic taxon 477,0.0551110432,CRC_enriched,0.380335885,0
item_478,Synthetic taxon 478,0.0314408764,healthy_enriched,0.296075986,0
item_479,Synthetic taxon 479,0.199245125,CRC_enriched,0.545965924,0
item_480,Synthetic taxon 480,0.100844391,CRC_enriched,0.414787911,0.2
item_481,Synthetic taxon 481,0.121504851,CRC_enriched,0.32213408,0.2
item_482,Synthetic taxon 482,0.0777025148,healthy_enriched,0.236695451,0.2
item_483,Synthetic taxon 483,0.0428910032,CRC_enriched,0.160817323,0
item_484,Synthetic taxon 484,0.063009195,CRC_enriched,0.282739019,0
item_485,Synthetic taxon 485,0.022788424,CRC_enriched,0.381187529,0.2
item_486,Synthetic taxon 486,0.00768024242,healthy_enriched,0.396640798,0.2
item_487,Synthetic taxon 487,0.0020649184,CRC_enriched,0.307470126,0
item_488,Synthetic taxon 488,0.099673152,CRC_enriched,0.340277428,0.2
item_489,Synthetic taxon 489,0.0729671121,CRC_enriched,0.326995542,0.2
item_490,Synthetic taxon 490,0.193894386,CRC_enriched,0.515310072,0.2
item_491,Synthetic taxon 491,0.0940088853,CRC_enriched,0.283095469,0.2
item_492,Synthetic taxon 492,0.15654774,CRC_enriched,0.259310965,0
item_493,Synthetic taxon 493,0.147605762,CRC_enriched,0.305905219,0.2
item_494,Synthetic taxon 494,0.163333386,CRC_enriched,0.558323873,0.4
item_495,Synthetic taxon 495,0.089152731,CRC_enriched,0.134309038,0.2
item_496,Synthetic taxon 496,0.0459676795,CRC_enriched,0.297957576,0
item_497,Synthetic taxon 497,0.0248050932,CRC_enriched,0.441050962,0
item_498,Synthetic taxon 498,0.118486598,CRC_enriched,0.458251924,0
item_499,Synthetic taxon 499,0.0830022991,CRC_enriched,0.465064177,0.2
